ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|FFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_P8005|ASSIG8005||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8009|ASSIG8009||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8010|ASSIG8010||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8011|ASSIG8011||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8012|ASSIG8012||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8013|ASSIG8013||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8014|ASSIG8014||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8015|ASSIG8015||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8016|ASSIG8016||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8018|ASSIG8018||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8019|ASSIG8019||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8020|ASSIG8020||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8021|ASSIG8021||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8022|ASSIG8022||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8023|ASSIG8023||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8025|ASSIG8025||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8026|ASSIG8026||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8027|ASSIG8027||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8028|ASSIG8028||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8029|ASSIG8029||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8030|ASSIG8030||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8031|ASSIG8031||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8032|ASSIG8032||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8033|ASSIG8033||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8034|ASSIG8034||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8035|ASSIG8035||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8036|ASSIG8036||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8037|ASSIG8037||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8038|ASSIG8038||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8039|ASSIG8039||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8040|ASSIG8040||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8041|ASSIG8041||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8042|ASSIG8042||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8043|ASSIG8043||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8044|ASSIG8044||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8045|ASSIG8045||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8046|ASSIG8046||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8047|ASSIG8047||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8048|ASSIG8048||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8049|ASSIG8049||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8050|ASSIG8050||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8051|ASSIG8051||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8052|ASSIG8052||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8053|ASSIG8053||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8054|ASSIG8054||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8055|ASSIG8055||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8056|ASSIG8056||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8057|ASSIG8057||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8067|ASSIG8067||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8068|ASSIG8068||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8072|ASSIG8072||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8073|ASSIG8073||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8074|ASSIG8074||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8075|ASSIG8075||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8076|ASSIG8076||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8083|ASSIG8083||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8084|ASSIG8084||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8085|ASSIG8085||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8086|ASSIG8086||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8087|ASSIG8087||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8088|ASSIG8088||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8089|ASSIG8089||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8090|ASSIG8090||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8091|ASSIG8091||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8092|ASSIG8092||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8093|ASSIG8093||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8095|ASSIG8095||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8096|ASSIG8096||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8097|ASSIG8097||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8098|ASSIG8098||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8099|ASSIG8099||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8100|ASSIG8100||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8101|ASSIG8101||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8102|ASSIG8102||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8110|ASSIG8110||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8111|ASSIG8111||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8112|ASSIG8112||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8113|ASSIG8113||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8114|ASSIG8114||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8115|ASSIG8115||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8116|ASSIG8116||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8118|ASSIG8118||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8119|ASSIG8119||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8120|ASSIG8120||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8121|ASSIG8121||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8122|ASSIG8122||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8123|ASSIG8123||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8124|ASSIG8124||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8125|ASSIG8125||2009-05-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8155|ASSIG8155||2009-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P8159|ASSIG8159||2009-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P8160|ASSIG8160||2009-06-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P8161|ASSIG8161||2009-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P8167|ASSIG8167||2009-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P8173|ASSIG8173||2009-06-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P8176|ASSIG8176||2009-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P8179|ASSIG8179||2009-06-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P8189|ASSIG8189||2009-06-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P8190|ASSIG8190||2009-06-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8205|ASSIG8205||2009-06-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8206|ASSIG8206||2009-06-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8207|ASSIG8207||2009-06-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8221|ASSIG8221||2009-06-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P8222|ASSIG8222||2009-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8238|ASSIG8238||2009-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8246|ASSIG8246||2009-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8255|ASSIG8255||2009-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8266|ASSIG8266||2009-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8274|ASSIG8274||2009-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8298|ASSIG8298||2009-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8299|ASSIG8299||2009-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8309|ASSIG8309||2009-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8310|ASSIG8310||2009-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8311|ASSIG8311||2009-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8312|ASSIG8312||2009-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8337|ASSIG8337||2009-07-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P8349|ASSIG8349||2009-07-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P8368|ASSIG8368||2009-07-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P8417|ASSIG8417||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8418|ASSIG8418||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8419|ASSIG8419||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8421|ASSIG8421||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8422|ASSIG8422||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8423|ASSIG8423||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8424|ASSIG8424||2009-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P8467|ASSIG8467||2009-08-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P8482|ASSIG8482||2009-08-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P8483|ASSIG8483||2009-08-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P8527|ASSIG8527||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8528|ASSIG8528||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8529|ASSIG8529||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8530|ASSIG8530||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8531|ASSIG8531||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8532|ASSIG8532||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8533|ASSIG8533||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8534|ASSIG8534||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8535|ASSIG8535||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8536|ASSIG8536||2009-10-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8537|ASSIG8537||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8541|ASSIG8541||2009-09-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P8559|ASSIG8559||2009-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8569|ASSIG8569||2009-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8571|ASSIG8571||2009-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8573|ASSIG8573||2009-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P8585|ASSIG8585||2009-09-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P8586|ASSIG8586||2009-09-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P8588|ASSIG8588||2009-09-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P8590|ASSIG8590||2009-09-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P8634|ASSIG8634||2009-09-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P8663|ASSIG8663||2009-10-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P8695|ASSIG8695||2009-10-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8696|ASSIG8696||2009-10-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8710|ASSIG8710||2009-10-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8741|ASSIG8741||2009-10-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8742|ASSIG8742||2009-10-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P8747|ASSIG8747||2009-10-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8754|ASSIG8754||2009-10-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8755|ASSIG8755||2009-10-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8756|ASSIG8756||2009-10-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8766|ASSIG8766||2009-10-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P8772|ASSIG8772||2009-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8776|ASSIG8776||2009-11-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P8842|ASSIG8842||2009-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9201|ASSIG9201||2010-03-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9713|ASSIG9713||2010-08-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P9720|ASSIG9720||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P10023|ASSIG10023||2010-10-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P8806|ASSIG8806||2009-11-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P8807|ASSIG8807||2009-11-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P8812|ASSIG8812||2009-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P8819|ASSIG8819||2009-11-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P8823|ASSIG8823||2009-11-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P8843|ASSIG8843||2009-11-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P8856|ASSIG8856||2009-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8857|ASSIG8857||2009-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8869|ASSIG8869||2009-12-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P8904|ASSIG8904||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8906|ASSIG8906||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8907|ASSIG8907||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8908|ASSIG8908||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8909|ASSIG8909||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8910|ASSIG8910||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8911|ASSIG8911||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8912|ASSIG8912||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8913|ASSIG8913||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8916|ASSIG8916||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8917|ASSIG8917||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8925|ASSIG8925||2009-12-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P8954|ASSIG8954||2010-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P8960|ASSIG8960||2009-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8961|ASSIG8961||2009-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8962|ASSIG8962||2009-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8964|ASSIG8964||2009-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P8980|ASSIG8980||2010-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P8982|ASSIG8982||2010-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P8987|ASSIG8987||2010-01-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P8994|ASSIG8994||2010-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P8996|ASSIG8996||2010-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P8998|ASSIG8998||2010-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P8999|ASSIG8999||2010-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P9015|ASSIG9015||2010-01-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P9018|ASSIG9018||2010-01-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P9019|ASSIG9019||2010-01-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P9043|ASSIG9043||2010-01-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9044|ASSIG9044||2010-01-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9046|ASSIG9046||2010-01-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9053|ASSIG9053||2010-01-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9054|ASSIG9054||2010-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9057|ASSIG9057||2010-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9067|ASSIG9067||2010-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9068|ASSIG9068||2010-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9074|ASSIG9074||2010-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9088|ASSIG9088||2010-02-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P9105|ASSIG9105||2010-02-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P9142|ASSIG9142||2010-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9143|ASSIG9143||2010-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9160|ASSIG9160||2010-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9167|ASSIG9167||2010-03-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P9177|ASSIG9177||2010-03-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9191|ASSIG9191||2010-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P9193|ASSIG9193||2010-03-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P9279|ASSIG9279||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9280|ASSIG9280||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9281|ASSIG9281||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9282|ASSIG9282||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9284|ASSIG9284||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9300|ASSIG9300||2010-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P9302|ASSIG9302||2010-04-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P9303|ASSIG9303||2010-04-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P9311|ASSIG9311||2010-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P9312|ASSIG9312||2010-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P9316|ASSIG9316||2010-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P9404|ASSIG9404||2010-05-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P9406|ASSIG9406||2010-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P9407|ASSIG9407||2010-05-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P9409|ASSIG9409||2010-05-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P9414|ASSIG9414||2010-06-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9441|ASSIG9441||2010-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P9448|ASSIG9448||2010-06-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P9450|ASSIG9450||2010-06-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P9462|ASSIG9462||2010-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9465|ASSIG9465||2010-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9466|ASSIG9466||2010-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9467|ASSIG9467||2010-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9468|ASSIG9468||2010-06-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9491|ASSIG9491||2010-07-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P9501|ASSIG9501||2010-06-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P9505|ASSIG9505||2010-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9511|ASSIG9511||2010-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P9532|ASSIG9532||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9535|ASSIG9535||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9537|ASSIG9537||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9539|ASSIG9539||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9540|ASSIG9540||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9541|ASSIG9541||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9546|ASSIG9546||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9548|ASSIG9548||2010-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P9549|ASSIG9549||2010-07-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P9642|ASSIG9642||2010-08-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P9729|ASSIG9729||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9730|ASSIG9730||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9731|ASSIG9731||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9732|ASSIG9732||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9733|ASSIG9733||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9734|ASSIG9734||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9735|ASSIG9735||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9736|ASSIG9736||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9737|ASSIG9737||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9738|ASSIG9738||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9739|ASSIG9739||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9740|ASSIG9740||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9741|ASSIG9741||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9745|ASSIG9745||2010-07-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9746|ASSIG9746||2010-08-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P9748|ASSIG9748||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9750|ASSIG9750||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9751|ASSIG9751||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9752|ASSIG9752||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9753|ASSIG9753||2010-08-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P9756|ASSIG9756||2010-08-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P9774|ASSIG9774||2010-08-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P9777|ASSIG9777||2010-08-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P9784|ASSIG9784||2010-08-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P9788|ASSIG9788||2010-08-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P9795|ASSIG9795||2010-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P9796|ASSIG9796||2010-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P9803|ASSIG9803||2010-08-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P9812|ASSIG9812||2010-08-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P9844|ASSIG9844||2010-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9845|ASSIG9845||2010-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9847|ASSIG9847||2010-09-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P9913|ASSIG9913||2010-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P9924|ASSIG9924||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9925|ASSIG9925||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9926|ASSIG9926||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9927|ASSIG9927||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9930|ASSIG9930||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9931|ASSIG9931||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9932|ASSIG9932||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9954|ASSIG9954||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9956|ASSIG9956||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9958|ASSIG9958||2010-10-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P9981|ASSIG9981||2010-10-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P9986|ASSIG9986||2010-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P9987|ASSIG9987||2010-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P9988|ASSIG9988||2010-10-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P9989|ASSIG9989||2010-10-12|4712-12-31|FTE|1||
