ACTION_OCCURRENCE_ID|ADDS_TO_BUDGET|ASSIGN_WORK_MEASURE_ID|ASSIGNMENT_ID|BUSINESS_GROUP_ID|FFECTIVE_START_DATE|EFFECTIVE_END_DATE|UNIT|VALUE|FT_ALTERNATE_REC|FT_ALTERNATE_KEY
|Y|ASG_FTE_P3426|ASSIG3426||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3427|ASSIG3427||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3428|ASSIG3428||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3429|ASSIG3429||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3430|ASSIG3430||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3431|ASSIG3431||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3432|ASSIG3432||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3434|ASSIG3434||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3435|ASSIG3435||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3436|ASSIG3436||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3437|ASSIG3437||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3438|ASSIG3438||2005-06-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3440|ASSIG3440||2005-06-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P3448|ASSIG3448||2005-06-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P3480|ASSIG3480||2005-06-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P3484|ASSIG3484||2005-06-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P3489|ASSIG3489||2005-06-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P3499|ASSIG3499||2005-07-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P3500|ASSIG3500||2005-07-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P3506|ASSIG3506||2005-07-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P3534|ASSIG3534||2005-07-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P3542|ASSIG3542||2005-07-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P3563|ASSIG3563||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3564|ASSIG3564||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3565|ASSIG3565||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3566|ASSIG3566||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3567|ASSIG3567||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3569|ASSIG3569||2005-08-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3577|ASSIG3577||2005-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P3582|ASSIG3582||2005-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3583|ASSIG3583||2005-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P3631|ASSIG3631||2005-08-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3660|ASSIG3660||2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3662|ASSIG3662||2005-09-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3681|ASSIG3681||2005-09-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P3690|ASSIG3690||2005-09-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3691|ASSIG3691||2005-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P3693|ASSIG3693||2005-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P3695|ASSIG3695||2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P3698|ASSIG3698||2005-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P3700|ASSIG3700||2005-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3701|ASSIG3701||2005-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3703|ASSIG3703||2005-09-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3709|ASSIG3709||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3713|ASSIG3713||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3737|ASSIG3737||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3738|ASSIG3738||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3739|ASSIG3739||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3740|ASSIG3740||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3742|ASSIG3742||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3743|ASSIG3743||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3744|ASSIG3744||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3745|ASSIG3745||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3746|ASSIG3746||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3765|ASSIG3765||2005-10-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3767|ASSIG3767||2005-10-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P3770|ASSIG3770||2005-10-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P3773|ASSIG3773||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3778|ASSIG3778||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3781|ASSIG3781||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3784|ASSIG3784||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3787|ASSIG3787||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3788|ASSIG3788||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3789|ASSIG3789||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3790|ASSIG3790||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3791|ASSIG3791||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3792|ASSIG3792||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3793|ASSIG3793||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3798|ASSIG3798||2005-11-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P3802|ASSIG3802||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3806|ASSIG3806||2005-11-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P3817|ASSIG3817||2005-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P3823|ASSIG3823||2005-10-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P3829|ASSIG3829||2005-11-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P3845|ASSIG3845||2005-11-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P3873|ASSIG3873||2005-11-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P3895|ASSIG3895||2005-12-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P3929|ASSIG3929||2005-12-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P3942|ASSIG3942||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3943|ASSIG3943||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3944|ASSIG3944||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3946|ASSIG3946||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3947|ASSIG3947||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3948|ASSIG3948||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3949|ASSIG3949||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3950|ASSIG3950||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3951|ASSIG3951||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3952|ASSIG3952||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3953|ASSIG3953||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3954|ASSIG3954||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3955|ASSIG3955||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3956|ASSIG3956||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3957|ASSIG3957||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P3969|ASSIG3969||2006-01-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P3971|ASSIG3971||2006-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3972|ASSIG3972||2006-01-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P3990|ASSIG3990||2006-01-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P3994|ASSIG3994||2006-01-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4006|ASSIG4006||2005-12-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4008|ASSIG4008||2006-01-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4017|ASSIG4017||2006-01-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4018|ASSIG4018||2006-01-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4019|ASSIG4019||2006-01-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4020|ASSIG4020||2006-01-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4036|ASSIG4036||2006-02-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4037|ASSIG4037||2006-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4038|ASSIG4038||2006-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4041|ASSIG4041||2006-02-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4042|ASSIG4042||2006-02-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4047|ASSIG4047||2006-02-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P4050|ASSIG4050||2006-02-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P4113|ASSIG4113||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4114|ASSIG4114||2006-03-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4115|ASSIG4115||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4116|ASSIG4116||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4117|ASSIG4117||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4118|ASSIG4118||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4119|ASSIG4119||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4121|ASSIG4121||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4139|ASSIG4139||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4142|ASSIG4142||2006-02-28|4712-12-31|FTE|1||
|Y|ASG_FTE_P4143|ASSIG4143||2006-03-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4166|ASSIG4166||2006-03-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P4185|ASSIG4185||2006-03-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4193|ASSIG4193||2006-03-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P4210|ASSIG4210||2006-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4211|ASSIG4211||2006-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4216|ASSIG4216||2006-03-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4222|ASSIG4222||2006-04-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P4227|ASSIG4227||2006-04-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P4231|ASSIG4231||2006-04-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P4236|ASSIG4236||2006-04-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P4237|ASSIG4237||2006-04-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4248|ASSIG4248||2006-04-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4249|ASSIG4249||2006-04-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4261|ASSIG4261||2006-04-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4286|ASSIG4286||2006-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4288|ASSIG4288||2006-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4289|ASSIG4289||2006-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4305|ASSIG4305||2006-05-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P4316|ASSIG4316||2006-05-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P4317|ASSIG4317||2006-05-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P4319|ASSIG4319||2006-05-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4321|ASSIG4321||2006-05-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4331|ASSIG4331||2006-05-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P4333|ASSIG4333||2006-05-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P4349|ASSIG4349||2006-05-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P4350|ASSIG4350||2006-05-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P4369|ASSIG4369||2006-05-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4383|ASSIG4383||2006-06-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P4405|ASSIG4405||2006-06-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P4411|ASSIG4411||2006-06-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P4414|ASSIG4414||2006-06-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P4438|ASSIG4438||2006-06-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P4441|ASSIG4441||2006-06-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4447|ASSIG4447||2006-06-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P4463|ASSIG4463||2006-06-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4467|ASSIG4467||2006-06-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4489|ASSIG4489||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4490|ASSIG4490||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4491|ASSIG4491||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4492|ASSIG4492||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4493|ASSIG4493||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4494|ASSIG4494||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4495|ASSIG4495||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4496|ASSIG4496||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4497|ASSIG4497||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4498|ASSIG4498||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4499|ASSIG4499||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4500|ASSIG4500||2006-06-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P4509|ASSIG4509||2006-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P4511|ASSIG4511||2006-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P4514|ASSIG4514||2006-07-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P4570|ASSIG4570||2006-07-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P4580|ASSIG4580||2006-07-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P4586|ASSIG4586||2006-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4589|ASSIG4589||2006-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4603|ASSIG4603||2006-07-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4624|ASSIG4624||2006-08-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5154|ASSIG5154||2007-02-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P5272|ASSIG5272||2007-03-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P6084|ASSIG6084||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6086|ASSIG6086||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6087|ASSIG6087||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6088|ASSIG6088||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6089|ASSIG6089||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6090|ASSIG6090||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6091|ASSIG6091||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6092|ASSIG6092||2007-11-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P6094|ASSIG6094||2007-12-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4636|ASSIG4636||2006-08-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P4637|ASSIG4637||2006-08-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P4655|ASSIG4655||2006-08-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P4703|ASSIG4703||2006-08-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P4706|ASSIG4706||2006-08-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P4760|ASSIG4760||2006-09-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P4773|ASSIG4773||2006-09-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P4775|ASSIG4775||2006-09-18|4712-12-31|FTE|1||
|Y|ASG_FTE_P4787|ASSIG4787||2006-09-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4795|ASSIG4795||2006-08-31|4712-12-31|FTE|1||
|Y|ASG_FTE_P4810|ASSIG4810||2006-09-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P4824|ASSIG4824||2006-09-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P4826|ASSIG4826||2006-09-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P4840|ASSIG4840||2006-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4841|ASSIG4841||2006-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4842|ASSIG4842||2006-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4843|ASSIG4843||2006-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4861|ASSIG4861||2006-10-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P4862|ASSIG4862||2006-10-03|4712-12-31|FTE|1||
|Y|ASG_FTE_P4866|ASSIG4866||2006-10-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P4891|ASSIG4891||2006-10-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P4892|ASSIG4892||2006-10-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4895|ASSIG4895||2006-10-19|4712-12-31|FTE|1||
|Y|ASG_FTE_P4896|ASSIG4896||2006-10-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P4940|ASSIG4940||2006-11-08|4712-12-31|FTE|1||
|Y|ASG_FTE_P4946|ASSIG4946||2006-11-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P4955|ASSIG4955||2006-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P4956|ASSIG4956||2006-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P4957|ASSIG4957||2006-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P4958|ASSIG4958||2006-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P4961|ASSIG4961||2006-11-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P4962|ASSIG4962||2006-11-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P4963|ASSIG4963||2006-11-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P4969|ASSIG4969||2006-11-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P4970|ASSIG4970||2006-11-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4972|ASSIG4972||2006-11-17|4712-12-31|FTE|1||
|Y|ASG_FTE_P4974|ASSIG4974||2006-11-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P4977|ASSIG4977||2006-11-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P4979|ASSIG4979||2006-11-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P4984|ASSIG4984||2006-11-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P4999|ASSIG4999||2006-11-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5008|ASSIG5008||2006-12-04|4712-12-31|FTE|1||
|Y|ASG_FTE_P5023|ASSIG5023||2006-12-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P5024|ASSIG5024||2006-12-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P5036|ASSIG5036||2006-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5037|ASSIG5037||2006-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5046|ASSIG5046||2006-12-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P5052|ASSIG5052||2006-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5053|ASSIG5053||2006-12-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5074|ASSIG5074||2007-01-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P5103|ASSIG5103||2007-01-22|4712-12-31|FTE|1||
|Y|ASG_FTE_P5125|ASSIG5125||2007-01-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P5127|ASSIG5127||2007-01-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P5130|ASSIG5130||2007-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5131|ASSIG5131||2007-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5133|ASSIG5133||2007-02-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5134|ASSIG5134||2007-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P5147|ASSIG5147||2007-02-05|4712-12-31|FTE|1||
|Y|ASG_FTE_P5168|ASSIG5168||2007-02-12|4712-12-31|FTE|1||
|Y|ASG_FTE_P5175|ASSIG5175||2007-02-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P5176|ASSIG5176||2007-02-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P5177|ASSIG5177||2007-02-14|4712-12-31|FTE|1||
|Y|ASG_FTE_P5210|ASSIG5210||2007-02-26|4712-12-31|FTE|1||
|Y|ASG_FTE_P5214|ASSIG5214||2007-02-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P5235|ASSIG5235||2007-03-07|4712-12-31|FTE|1||
|Y|ASG_FTE_P5279|ASSIG5279||2007-03-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P5281|ASSIG5281||2007-03-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P5282|ASSIG5282||2007-03-25|4712-12-31|FTE|1||
|Y|ASG_FTE_P5294|ASSIG5294||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5300|ASSIG5300||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5302|ASSIG5302||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5307|ASSIG5307||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5308|ASSIG5308||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5309|ASSIG5309||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5310|ASSIG5310||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5311|ASSIG5311||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5312|ASSIG5312||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5313|ASSIG5313||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5316|ASSIG5316||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5317|ASSIG5317||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5318|ASSIG5318||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5319|ASSIG5319||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5320|ASSIG5320||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5321|ASSIG5321||2007-04-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5329|ASSIG5329||2007-04-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P5330|ASSIG5330||2007-04-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P5332|ASSIG5332||2007-04-10|4712-12-31|FTE|1||
|Y|ASG_FTE_P5334|ASSIG5334||2007-04-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P5345|ASSIG5345||2007-04-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P5384|ASSIG5384||2007-04-27|4712-12-31|FTE|1||
|Y|ASG_FTE_P5392|ASSIG5392||2007-04-30|4712-12-31|FTE|1||
|Y|ASG_FTE_P5393|ASSIG5393||2007-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5394|ASSIG5394||2007-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5403|ASSIG5403||2007-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5406|ASSIG5406||2007-05-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5433|ASSIG5433||2007-05-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P5442|ASSIG5442||2007-05-15|4712-12-31|FTE|1||
|Y|ASG_FTE_P5444|ASSIG5444||2007-05-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P5445|ASSIG5445||2007-05-24|4712-12-31|FTE|1||
|Y|ASG_FTE_P5446|ASSIG5446||2007-05-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P5448|ASSIG5448||2007-05-16|4712-12-31|FTE|1||
|Y|ASG_FTE_P5462|ASSIG5462||2007-05-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P5463|ASSIG5463||2007-05-21|4712-12-31|FTE|1||
|Y|ASG_FTE_P5464|ASSIG5464||2007-06-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5477|ASSIG5477||2007-05-29|4712-12-31|FTE|1||
|Y|ASG_FTE_P5506|ASSIG5506||2007-06-06|4712-12-31|FTE|1||
|Y|ASG_FTE_P5507|ASSIG5507||2007-06-01|4712-12-31|FTE|1||
|Y|ASG_FTE_P5528|ASSIG5528||2007-06-11|4712-12-31|FTE|1||
|Y|ASG_FTE_P5531|ASSIG5531||2007-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5604|ASSIG5604||2007-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5605|ASSIG5605||2007-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5606|ASSIG5606||2007-07-02|4712-12-31|FTE|1||
|Y|ASG_FTE_P5613|ASSIG5613||2007-07-09|4712-12-31|FTE|1||
|Y|ASG_FTE_P5660|ASSIG5660||2007-07-23|4712-12-31|FTE|1||
|Y|ASG_FTE_P5715|ASSIG5715||2007-08-13|4712-12-31|FTE|1||
|Y|ASG_FTE_P5740|ASSIG5740||2007-08-20|4712-12-31|FTE|1||
|Y|ASG_FTE_P5750|ASSIG5750||2007-08-21|4712-12-31|FTE|1||
