PROFILE_ITEM_ID|PROFILE_ID|BUSINESS_GROUP_ID|CONTENT_TYPE_ID|CONTENT_ITEM_ID|SOURCE_TYPE|SOURCE_KEY_1|SOURCE_KEY_2|SOURCE_KEY_3|SOURCE_ID|MANDATORY|ITEM_TEXT240_3|ITEM_TEXT240_1|ITEM_TEXT240_2|RATING_MODEL_ID_2|RATING_MODEL_ID_3|QUALIFIER_ID_1|RATING_LEVEL_ID_2|RATING_MODEL_ID_1|ITEM_TEXT240_7|RATING_LEVEL_ID_1|ITEM_TEXT240_6|IMPORTANCE|RATING_LEVEL_ID_3|ITEM_TEXT240_4|QUALIFIER_ID_2|ITEM_TEXT240_5|PARENT_PROFILE_ITEM_ID|INTEREST_LEVEL|ITEM_TEXT240_8|ITEM_TEXT240_9|ITEM_TEXT240_10|ITEM_TEXT240_11|ITEM_TEXT240_12|ITEM_TEXT240_13|ITEM_TEXT240_14|ITEM_TEXT240_15|ITEM_TEXT2000_1|ITEM_TEXT2000_2|ITEM_TEXT2000_3|ITEM_TEXT2000_4|ITEM_TEXT2000_5|ITEM_TEXT30_1|ITEM_TEXT30_2|ITEM_TEXT30_3|ITEM_TEXT30_4|ITEM_TEXT30_5|ITEM_TEXT30_6|ITEM_TEXT30_7|ITEM_TEXT30_8|ITEM_TEXT30_9|ITEM_TEXT30_10|ITEM_TEXT30_11|ITEM_TEXT30_12|ITEM_TEXT30_13|ITEM_TEXT30_14|ITEM_TEXT30_15|ITEM_DATE_1|ITEM_DATE_2|ITEM_DATE_3|ITEM_DATE_4|ITEM_DATE_5|ITEM_DATE_6|ITEM_DATE_7|ITEM_DATE_8|ITEM_DATE_9|ITEM_DATE_10|ITEM_NUMBER_1|ITEM_NUMBER_2|ITEM_NUMBER_3|ITEM_NUMBER_4|ITEM_NUMBER_5|ITEM_NUMBER_6|ITEM_NUMBER_7|ITEM_NUMBER_8|ITEM_NUMBER_9|ITEM_NUMBER_10|ITEM_DECIMAL_1|ITEM_DECIMAL_2|ITEM_DECIMAL_3|ITEM_DECIMAL_4|ITEM_DECIMAL_5|DATE_FROM|DATE_TO|COUNTRY_ID|STATE_PROVINCE_ID
KTG_P_W_2017|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Алма-Атинский архетиктурно-строительный институт|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1985-09-01|1992-06-10||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2018|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Прикаспийское управление строительства|Мастер||||||||||||||||Мастер|Мастер||||||||||||||||||ADMIN|||||||||1992-08-13|1993-03-02||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2019|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Управление по эксплуатации электрических сетей и подстанций "Узеньэнергонефть"|Инженер||||||||||||||||Инженер|Инженер||||||||||||||||||ADMIN|||||||||1993-03-10|1993-04-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2020|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АБ "Казкоммерцбанк"|Экономист||||||||||||||||Экономист|Экономист||||||||||||||||||ADMIN|||||||||1993-04-08|1995-11-06||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2021|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Народный Банк Казахстана|Ведущий экономист, начальник отдела кредитования, Глав. банкир, нач.отдела монитор,кредитный офицер||||||||||||||||Ведущий экономист, начальник отдела кредитования, Глав. банкир, нач.отдела монитор,кредитный офицер|Ведущий экономист, начальник отдела кредитования, Глав. банкир, нач.отдела монитор,кредитный офицер||||||||||||||||||ADMIN|||||||||1995-11-06|2002-01-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2022|PROFILE_2541885593|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Класс Бизнес школа Великобритании|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2002-09-30|2003-09-03||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2023|PROFILE_604424208|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Казахойл-АЗС"|Бухгалтер-референт, финансовый аналитик||||||||||||||||Бухгалтер-референт, финансовый аналитик|Бухгалтер-референт, финансовый аналитик||||||||||||||||||ADMIN|||||||||1999-10-01|2000-08-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2024|PROFILE_604424208|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Агенство по стратегическому планированию РК|Ведущий специалист, главный специалист||||||||||||||||Ведущий специалист, главный специалист|Ведущий специалист, главный специалист||||||||||||||||||ADMIN|||||||||2000-08-01|2002-10-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2025|PROFILE_604424208|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство энергетики и бюджетного планирования РК|Главный специалист,начальник отдела||||||||||||||||Главный специалист,начальник отдела|Главный специалист,начальник отдела||||||||||||||||||ADMIN|||||||||2002-10-02|2003-07-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2026|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "КазМунайГаз"|Главный менеджер||||||||||||||||Главный менеджер|Главный менеджер||||||||||||||||||ADMIN|||||||||2002-03-19|2003-05-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2027|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ННК "Казахойл"|Глав.аналитик, гл.менеджер||||||||||||||||Глав.аналитик, гл.менеджер|Глав.аналитик, гл.менеджер||||||||||||||||||ADMIN|||||||||1999-09-01|2002-03-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2028|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Йельский университет штата Коннентикут (США)|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1998-08-22|1999-05-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2029|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||КазГУ им.Аль-Фараби|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1994-08-08|1998-07-14||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2030|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Климат"|Заместитель директора||||||||||||||||Заместитель директора|Заместитель директора||||||||||||||||||ADMIN|||||||||1997-08-21|1998-07-10||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2031|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Алмаком"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||1997-04-30|1997-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2032|PROFILE_2651908562|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО Корпорация "Толкын"|Агент по сбору коммерческой информации||||||||||||||||Агент по сбору коммерческой информации|Агент по сбору коммерческой информации||||||||||||||||||ADMIN|||||||||1993-05-01|1994-06-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2033|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Металлургический завод им.Дзержинского|Лаборант||||||||||||||||Лаборант|Лаборант||||||||||||||||||ADMIN|||||||||1971-09-15|1972-02-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2034|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Пемрский государственный университет им.Горького|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1972-09-04|1979-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2035|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Пермский машинострительный завод им.Ленина|Техник||||||||||||||||Техник|Техник||||||||||||||||||ADMIN|||||||||1974-10-01|1974-11-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2036|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Индустриальный РК ВЛКСМ|Секретарь||||||||||||||||Секретарь|Секретарь||||||||||||||||||ADMIN|||||||||1974-11-15|1975-09-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2037|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Днепровский райком комсомола|И.о.секретаря||||||||||||||||И.о.секретаря|И.о.секретаря||||||||||||||||||ADMIN|||||||||1975-10-13|1976-03-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2038|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Восьмилетняя школа №3|Старшая вожатая||||||||||||||||Старшая вожатая|Старшая вожатая||||||||||||||||||ADMIN|||||||||1976-04-19|1976-08-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2039|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Пермский госуниверситет|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1974-09-03|1979-06-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2040|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Днепродзержинское производственное швейное объединение|Юрисконсульт||||||||||||||||Юрисконсульт|Юрисконсульт||||||||||||||||||ADMIN|||||||||1980-05-13|1981-06-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2041|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Приднепровский химический завод|Юрисконсульт||||||||||||||||Юрисконсульт|Юрисконсульт||||||||||||||||||ADMIN|||||||||1981-07-13|1982-08-23||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2042|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ГПТУ №26|Преподаватель||||||||||||||||Преподаватель|Преподаватель||||||||||||||||||ADMIN|||||||||1982-08-25|1984-06-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2043|PROFILE_862830427|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ГСК, налоговая полиция, финансовая полиция|Юрист||||||||||||||||Юрист|Юрист||||||||||||||||||ADMIN|||||||||1984-07-25|2003-08-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2044|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Главное управление СовМина КазССР по МТС|Экномист-финансист, старший экономист-финансист||||||||||||||||Экномист-финансист, старший экономист-финансист|Экномист-финансист, старший экономист-финансист||||||||||||||||||ADMIN|||||||||1976-08-19|1979-08-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2045|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Государственный комитет КазССР по МТС|Экономист-финансист, стар.экономист-финансист, вед.экономист фин-эк.отдела, начальник отдела||||||||||||||||Экономист-финансист, стар.экономист-финансист, вед.экономист фин-эк.отдела, начальник отдела|Экономист-финансист, стар.экономист-финансист, вед.экономист фин-эк.отдела, начальник отдела||||||||||||||||||ADMIN|||||||||1979-10-16|1988-10-26||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2046|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Республиканская стоматологическая поликлиника|Заместитель главного врача по экономическим вопросам||||||||||||||||Заместитель главного врача по экономическим вопросам|Заместитель главного врача по экономическим вопросам||||||||||||||||||ADMIN|||||||||1988-10-27|1988-11-24||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2047|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Госкомитет КазССР по культуре|Зам.начальника финансового управления||||||||||||||||Зам.начальника финансового управления|Зам.начальника финансового управления||||||||||||||||||ADMIN|||||||||1988-12-01|1989-06-14||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2048|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||"Казахская республиканская ассоциация межотраслевого делового сотрудничества-Снаб"|Старший бухгалтер, гл.специалист||||||||||||||||Старший бухгалтер, гл.специалист|Старший бухгалтер, гл.специалист||||||||||||||||||ADMIN|||||||||1989-06-16|1994-04-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2049|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "БУТЯ"|Начальник||||||||||||||||Начальник|Начальник||||||||||||||||||ADMIN|||||||||1994-04-13|1997-04-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2050|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО РТД "Зангар"|Заместитель главного бухгалтера||||||||||||||||Заместитель главного бухгалтера|Заместитель главного бухгалтера||||||||||||||||||ADMIN|||||||||1997-04-07|1999-06-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2051|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО НК Казахойл", 12.03.2002 - ЗАО "НК "КазМунайГаз"|Зав.сектором, директор департамента||||||||||||||||Зав.сектором, директор департамента|Зав.сектором, директор департамента||||||||||||||||||ADMIN|||||||||1999-10-04|2002-08-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2052|PROFILE_3325803870|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Торговый дом "КазМунайГаз"|Заместитель Генерального директора по финансам и экономике||||||||||||||||Заместитель Генерального директора по финансам и экономике|Заместитель Генерального директора по финансам и экономике||||||||||||||||||ADMIN|||||||||2002-08-15|2003-03-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2053|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Служба в рядах Вооруженных Сил|Рядовой||||||||||||||||Рядовой|Рядовой||||||||||||||||||ADMIN|||||||||1987-08-01|1993-12-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2054|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Генеральная прокуратура|Специалист||||||||||||||||Специалист|Специалист||||||||||||||||||ADMIN|||||||||1994-03-28|1994-07-04||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2055|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||МП "НАД"|Инженер||||||||||||||||Инженер|Инженер||||||||||||||||||ADMIN|||||||||1994-07-11|1996-05-06||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2056|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Экспортастык"|Специалист||||||||||||||||Специалист|Специалист||||||||||||||||||ADMIN|||||||||1996-05-12|1997-04-14||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2057|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Промторгсервис"|Заместитель генерального директора||||||||||||||||Заместитель генерального директора|Заместитель генерального директора||||||||||||||||||ADMIN|||||||||1997-05-10|1997-09-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2058|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Айсат"|Генеральный директор||||||||||||||||Генеральный директор|Генеральный директор||||||||||||||||||ADMIN|||||||||1997-09-30|1998-03-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2059|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Алтын Алма Отомотив"|Администратор||||||||||||||||Администратор|Администратор||||||||||||||||||ADMIN|||||||||1998-04-01|2000-02-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2060|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО "Народный Банк Казахстана"|Менеджер, риск-менеджер||||||||||||||||Менеджер, риск-менеджер|Менеджер, риск-менеджер||||||||||||||||||ADMIN|||||||||2000-02-16|2001-12-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2061|PROFILE_2197234185|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "КазТрансОйл"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2002-05-20|2003-09-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2062|PROFILE_3378694488|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Таможенное управление по Южно-Казахстанской области ТК МГД РК, Агентство таможенного контроля РК|Инспектор, старший инспектор, главный инспектор||||||||||||||||Инспектор, старший инспектор, главный инспектор|Инспектор, старший инспектор, главный инспектор||||||||||||||||||ADMIN|||||||||1999-11-16|2003-06-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2063|PROFILE_3378694488|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Торговый дом "КазМунайГаз"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2003-06-13|2003-10-13||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2064|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Детский сад № 53|Воспитатель||||||||||||||||Воспитатель|Воспитатель||||||||||||||||||ADMIN|||||||||1981-09-25|1982-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2065|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Карагандинский государственный университет|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1982-09-01|1988-06-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2066|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Карагандинский медицинский институт|Старший лаборант||||||||||||||||Старший лаборант|Старший лаборант||||||||||||||||||ADMIN|||||||||1983-12-08|1995-08-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2067|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Департамент налоговой полиции МФ РК|Старший инспектор||||||||||||||||Старший инспектор|Старший инспектор||||||||||||||||||ADMIN|||||||||1998-03-30|1998-05-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2068|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Комитет налоговой полиции МФ РК|Старший инспектор||||||||||||||||Старший инспектор|Старший инспектор||||||||||||||||||ADMIN|||||||||1998-05-27|1998-10-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2069|PROFILE_2766878944|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Управление внутренней работы Департамента организационной и административной работы Агенства таможен|Начальник||||||||||||||||Начальник|Начальник||||||||||||||||||ADMIN|||||||||1998-11-04|2003-07-23||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2070|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Средняя школа № 69|Учитель математики||||||||||||||||Учитель математики|Учитель математики||||||||||||||||||ADMIN|||||||||1995-09-01|1996-12-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2071|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Институт экономических исследований при Минэкономики РК|Экономист 2 кат.||||||||||||||||Экономист 2 кат.|Экономист 2 кат.||||||||||||||||||ADMIN|||||||||1997-01-05|1997-09-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2072|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахский институт менеджмента, экономики и прогнозирования|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1997-09-01|1999-08-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2073|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Авторадио"|Коммерческий директор, Генеральный директор||||||||||||||||Коммерческий директор, Генеральный директор|Коммерческий директор, Генеральный директор||||||||||||||||||ADMIN|||||||||1999-08-02|2001-03-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2074|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Казахойл-Продактс"|Финансист по газу, финансист, ведущий специалист||||||||||||||||Финансист по газу, финансист, ведущий специалист|Финансист по газу, финансист, ведущий специалист||||||||||||||||||ADMIN|||||||||2001-04-04|2003-03-28||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2075|PROFILE_3961853795|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Торговый дом"КазМунайГаз"|Главный менеджер||||||||||||||||Главный менеджер|Главный менеджер||||||||||||||||||ADMIN|||||||||2003-04-01|2004-03-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2076|PROFILE_3448389335|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "АГРС-Сая"|Бухгалтер||||||||||||||||Бухгалтер|Бухгалтер||||||||||||||||||ADMIN|||||||||1991-09-02|2000-03-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2077|PROFILE_3448389335|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Филиал ЗАО "Промтэк групп"|Глав. бухгалтер||||||||||||||||Глав. бухгалтер|Глав. бухгалтер||||||||||||||||||ADMIN|||||||||2002-12-01|2003-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2078|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Мангышлакнефтегазстрой|Монтажник||||||||||||||||Монтажник|Монтажник||||||||||||||||||ADMIN|||||||||1989-03-04|1989-08-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2079|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Малое предприятие "Курдас"|Водитель 3 класса||||||||||||||||Водитель 3 класса|Водитель 3 класса||||||||||||||||||ADMIN|||||||||1989-09-03|1992-01-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2080|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Малое предприятие "Куан"|Директор по коммерции||||||||||||||||Директор по коммерции|Директор по коммерции||||||||||||||||||ADMIN|||||||||1992-01-12|1995-01-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2081|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Автоколонна Верховного Совета РК|Водитель 1 класса||||||||||||||||Водитель 1 класса|Водитель 1 класса||||||||||||||||||ADMIN|||||||||1995-02-08|1995-05-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2082|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Мангистаумунайгаз"|Инженер||||||||||||||||Инженер|Инженер||||||||||||||||||ADMIN|||||||||1996-12-01|1998-04-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2083|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство энергетики, индустрии и торговли РК|Ведущий специалист , и.о. гл. специалиста, гл. специалист||||||||||||||||Ведущий специалист , и.о. гл. специалиста, гл. специалист|Ведущий специалист , и.о. гл. специалиста, гл. специалист||||||||||||||||||ADMIN|||||||||1998-09-14|2001-03-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2084|PROFILE_1190387147|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство энергетики и минеральных ресурсов РК|Главный специалист, начальник||||||||||||||||Главный специалист, начальник|Главный специалист, начальник||||||||||||||||||ADMIN|||||||||2001-03-01|2004-02-09||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2085|PROFILE_2034402666|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||РГП "Казахстан Темір жолы"|Главный специалист||||||||||||||||Главный специалист|Главный специалист||||||||||||||||||ADMIN|||||||||2000-07-03|2001-08-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2086|PROFILE_343178575|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство финансов Республики Казахстан|И.о. ведущего экономиста, ведущий экономист||||||||||||||||И.о. ведущего экономиста, ведущий экономист|И.о. ведущего экономиста, ведущий экономист||||||||||||||||||ADMIN|||||||||2000-10-09|2001-06-26||||||||||||||||||||||||2015-06-02|||
KTG_P_W_2087|PROFILE_343178575|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Министерство финансов Республики Казахстан|Вед. спец. отдела обязательств и требований мест-х исполн-х органов, глав. спец. отдела операций||||||||||||||||Вед. спец. отдела обязательств и требований мест-х исполн-х органов, глав. спец. отдела операций|Вед. спец. отдела обязательств и требований мест-х исполн-х органов, глав. спец. отдела операций||||||||||||||||||ADMIN|||||||||2001-06-26|2002-09-25||||||||||||||||||||||||2015-06-02|||
